"numcode","ethgrpname","ccode","country","year","gpop","grpropctry","grplang","grpcustom","grpspatialdist","urbanrural","regbase","regbaseprop","trsntlkin","trnspwrkin","sepkin","emig","displace","poldisc","ecdisc","langdisc","adminauto","legisrep","execrep","govrep","polgrieve","econgrieve","culgrieve","kinsup","kinmatsup","kinpolsup","kinmilsup","intracon","protest","region","pct_ctry","miss"
43801,"Fulani",438,"Guinea",2006,3738292,0.4,1,0,3,1,1,3,3,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,40,0
43802,"Malinke",438,"Guinea",2004,2691594,0.3,2,0,3,1,1,3,3,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,0
43802,"Malinke",438,"Guinea",2005,2746119,0.3,2,0,3,1,1,3,3,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,5,30,0
43802,"Malinke",438,"Guinea",2006,2803719,0.3,2,0,3,1,1,3,3,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,0
43803,"Susu",438,"Guinea",2004,1435517,0.16,1,1,3,2,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,16,0
43803,"Susu",438,"Guinea",2005,1464597,0.16,1,1,3,2,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,16,0
43803,"Susu",438,"Guinea",2006,1495317,0.16,1,1,3,2,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,16,0
45101,"Creoles",451,"Sierra Leone",2004,459113,0.08,0,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0
45101,"Creoles",451,"Sierra Leone",2005,469958,0.08,0,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0
45101,"Creoles",451,"Sierra Leone",2006,481013,0.08,0,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0
45102,"Limba",451,"Sierra Leone",2004,451652,0.0787,1,1,3,1,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7.86999988555908,0
45102,"Limba",451,"Sierra Leone",2005,462322,0.0787,1,1,3,1,1,3,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,NA,0,5,7.86999988555908,1
45102,"Limba",451,"Sierra Leone",2006,473197,0.0787,1,1,3,1,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,7.86999988555908,0
45103,"Mende",451,"Sierra Leone",2004,1721673,0.3,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,0
45103,"Mende",451,"Sierra Leone",2005,1762344,0.3,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,0
45103,"Mende",451,"Sierra Leone",2006,1803800,0.3,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,0
45104,"Temne",451,"Sierra Leone",2004,1721673,0.3,1,1,3,NA,1,3,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,1
45104,"Temne",451,"Sierra Leone",2005,1762344,0.3,1,1,3,NA,1,3,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,1
45104,"Temne",451,"Sierra Leone",2006,1803800,0.3,1,1,3,NA,1,3,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,1
45201,"Ashanti",452,"Ghana",2004,3235803,0.15,1,0,3,3,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,15,0
45201,"Ashanti",452,"Ghana",2005,3303852,0.15,1,0,3,3,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,15,0
45201,"Ashanti",452,"Ghana",2006,3371799,0.15,1,0,3,3,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,15,0
45202,"Ewe",452,"Ghana",2004,2664144,0.1235,1,1,3,3,1,3,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,12.3500003814697,1
45202,"Ewe",452,"Ghana",2005,2720171,0.1235,1,1,3,3,1,3,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,12.3500003814697,1
45202,"Ewe",452,"Ghana",2006,2776114,0.1235,1,1,3,3,1,3,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,12.3500003814697,1
45203,"Mossi-Dagomba",452,"Ghana",2004,3451523,0.16,0,0,3,4,1,3,1,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,16,0
45203,"Mossi-Dagomba",452,"Ghana",2005,3524109,0.16,0,0,3,4,1,3,1,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,16,0
45203,"Mossi-Dagomba",452,"Ghana",2006,3596585,0.16,0,0,3,4,1,3,1,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,16,0
46101,"Ewe",461,"Togo",2004,2312341,0.44,1,0,3,4,1,3,3,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,44,0
46101,"Ewe",461,"Togo",2005,2375996,0.44,1,0,3,4,1,3,3,1,1,NA,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,5,44,2
46101,"Ewe",461,"Togo",2006,2441429,0.44,1,0,3,4,1,3,3,1,1,0,0,2,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,5,44,1
46102,"Kabre",461,"Togo",2004,788298,0.15,1,0,2,1,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,15,0
46102,"Kabre",461,"Togo",2005,809999,0.15,1,0,2,1,1,3,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,15,0
46102,"Kabre",461,"Togo",2006,832305,0.15,1,0,2,1,1,3,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,15,0
47101,"Kirdi",471,"Cameroon",2004,1856003,0.11,1,NA,3,1,1,3,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1
47101,"Kirdi",471,"Cameroon",2005,1898761,0.11,1,NA,3,1,1,3,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1
47101,"Kirdi",471,"Cameroon",2006,1942364,0.11,1,NA,3,1,1,3,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1
47102,"Westerners",471,"Cameroon",2004,3374550,0.2,1,0,3,NA,1,3,2,1,0,0,0,4,3,2,0,1,1,0,4,2,0,0,0,0,0,0,4,5,20,1
47102,"Westerners",471,"Cameroon",2005,3452293,0.2,1,0,3,NA,1,3,2,1,0,0,0,4,3,2,0,1,1,0,4,2,0,0,0,0,0,0,3,5,20,1
47102,"Westerners",471,"Cameroon",2006,3531571,0.2,1,0,3,NA,1,3,2,1,0,0,0,4,3,2,0,1,1,0,4,2,1,0,0,0,0,1,3,5,20,1
47103,"Bamileke",471,"Cameroon",2004,4555643,0.27,1,0,3,NA,1,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,1
47103,"Bamileke",471,"Cameroon",2005,4660596,0.27,1,0,3,NA,1,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,27,1
47103,"Bamileke",471,"Cameroon",2006,4767621,0.27,1,0,3,NA,1,3,1,1,0,0,0,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,5,27,1
47503,"Ibo",475,"Nigeria",2004,24228813,0.18,1,1,2,NA,1,2,0,1,0,1,1,0,0,0,0,1,1,1,4,2,1,0,0,0,0,1,2,5,18,1
47503,"Ibo",475,"Nigeria",2005,24749110,0.18,1,1,2,NA,1,2,0,1,0,1,0,0,0,0,0,1,1,1,4,2,1,0,0,0,0,0,3,5,18,1
47503,"Ibo",475,"Nigeria",2006,25271598,0.18,1,1,2,NA,1,2,0,1,0,1,1,0,0,0,0,1,1,1,4,2,1,1,0,1,0,1,3,5,18,1
47504,"Ogani",475,"Nigeria",2004,5101511,0.0379,1,0,3,1,1,3,0,0,0,0,0,2,3,0,0,0,0,0,3,2,1,0,0,0,0,0,2,5,3.78999996185303,0
47504,"Ogani",475,"Nigeria",2005,5211063,0.0379,1,0,3,1,1,3,0,0,0,0,0,2,3,0,0,0,0,0,3,2,1,0,0,0,0,0,3,5,3.78999996185303,0
47504,"Ogani",475,"Nigeria",2006,5321075,0.0379,1,0,3,1,1,3,0,0,0,0,0,2,3,0,0,0,0,0,3,2,1,0,0,0,0,0,1,5,3.78999996185303,0
47505,"Yoruba",475,"Nigeria",2004,28266948,0.21,1,1,3,3,1,3,2,1,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,0,1,NA,5,21,1
47505,"Yoruba",475,"Nigeria",2005,28873962,0.21,1,1,3,3,1,3,2,1,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,0,1,0,5,21,0
47505,"Yoruba",475,"Nigeria",2006,29483531,0.21,1,1,3,3,1,3,2,2,0,0,1,0,0,0,0,1,1,1,4,0,1,0,0,0,0,1,3,5,21,0
47506,"Ijaw",475,"Nigeria",2004,13460451,0.1,1,1,3,NA,1,3,0,0,0,0,1,3,4,0,0,0,0,0,4,2,0,0,0,0,0,1,0,5,10,1
47506,"Ijaw",475,"Nigeria",2005,13749506,0.1,1,1,3,NA,1,3,0,0,0,0,0,3,4,0,0,0,0,0,4,2,2,0,0,0,0,1,3,5,10,1
47506,"Ijaw",475,"Nigeria",2006,14039777,0.1,1,1,3,NA,1,3,0,0,0,0,1,3,4,0,0,0,0,0,4,2,0,1,0,1,0,0,3,5,10,1
48302,"Southerners",483,"Chad",2004,3457109,0.38,1,0,3,1,1,3,3,1,0,0,1,3,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,5,38,0
48302,"Southerners",483,"Chad",2005,3572250,0.38,1,0,3,1,1,3,3,1,0,0,0,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,5,38,0
48302,"Southerners",483,"Chad",2006,3666603,0.38,1,0,3,1,1,3,3,1,0,0,0,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,3,5,38,0
48401,"Lari",484,"Rep. of the Congo",2004,283803,0.081,1,0,3,4,1,3,0,0,0,0,0,3,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,5,8.10000038146973,0
48401,"Lari",484,"Rep. of the Congo",2005,291924,0.081,1,0,3,4,1,3,0,0,0,0,1,3,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,8.10000038146973,0
48401,"Lari",484,"Rep. of the Congo",2006,300029,0.081,1,0,3,4,1,3,0,0,0,0,0,3,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,8.10000038146973,0
48402,"M'boshi",484,"Rep. of the Congo",2004,420449,0.12,1,1,3,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,0
48402,"M'boshi",484,"Rep. of the Congo",2005,432480,0.12,1,1,3,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,5,12,0
48402,"M'boshi",484,"Rep. of the Congo",2006,444487,0.12,1,1,3,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,0
49003,"Luba",490,"Dem. Rep. of the Congo",2004,10875861,0.1855,1,0,3,2,1,3,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,5,18.5499992370605,1
49003,"Luba",490,"Dem. Rep. of the Congo",2005,11217836,0.1855,1,0,3,2,1,3,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,5,18.5499992370605,1
49003,"Luba",490,"Dem. Rep. of the Congo",2006,11570730,0.1855,1,0,3,2,1,3,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,5,18.5499992370605,1
49005,"Lunda, Yeke",490,"Dem. Rep. of the Congo",2004,3283279,0.056,1,1,3,1,1,3,3,1,0,0,0,2,2,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,5,5.59999990463257,1
49005,"Lunda, Yeke",490,"Dem. Rep. of the Congo",2005,3386517,0.056,1,1,3,1,1,3,3,1,0,0,0,2,2,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,5,5.59999990463257,1
49005,"Lunda, Yeke",490,"Dem. Rep. of the Congo",2006,3493051,0.056,1,1,3,1,1,3,3,1,0,0,0,2,2,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,5,5.59999990463257,1
49008,"Ngbandi",490,"Dem. Rep. of the Congo",2004,310739,0.0053,1,1,3,1,1,3,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.529999971389771,0
49008,"Ngbandi",490,"Dem. Rep. of the Congo",2005,320510,0.0053,1,1,3,1,1,3,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.529999971389771,0
49008,"Ngbandi",490,"Dem. Rep. of the Congo",2006,330592,0.0053,1,1,3,1,1,3,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.529999971389771,0
49009,"Hutus",490,"Dem. Rep. of the Congo",2004,269698,0.0046,2,0,3,2,0,0,1,2,0,0,1,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0.46000000834465,0
49009,"Hutus",490,"Dem. Rep. of the Congo",2005,278178,0.0046,2,0,3,2,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0.46000000834465,0
49009,"Hutus",490,"Dem. Rep. of the Congo",2006,286929,0.0046,2,0,3,2,0,0,1,2,0,NA,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0.46000000834465,1
49010,"Tutsis",490,"Dem. Rep. of the Congo",2004,269698,0.0046,1,1,3,2,0,0,1,3,0,1,1,4,4,0,0,1,1,0,1,0,0,0,0,0,0,0,3,5,0.46000000834465,0
49010,"Tutsis",490,"Dem. Rep. of the Congo",2005,278178,0.0046,1,1,3,2,0,0,1,3,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0.46000000834465,0
49010,"Tutsis",490,"Dem. Rep. of the Congo",2006,286929,0.0046,1,1,3,2,0,0,1,3,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,5,0.46000000834465,0
50001,"Acholi",500,"Uganda",2004,1143814,0.042,1,1,3,1,1,3,2,1,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,1,5,4.19999980926514,0
50001,"Acholi",500,"Uganda",2005,1184374,0.042,1,1,3,1,1,3,2,1,0,0,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,1,1,5,4.19999980926514,0
50001,"Acholi",500,"Uganda",2006,1226673,0.042,1,1,3,1,1,3,2,1,0,NA,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,1,2,5,4.19999980926514,1
50003,"Baganda",500,"Uganda",2004,4629722,0.17,0,0,3,NA,1,3,1,1,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,3,5,17,1
50003,"Baganda",500,"Uganda",2005,4915154,0.1743,0,0,3,NA,1,3,1,1,0,0,0,0,0,0,0,1,1,0,3,2,0,NA,NA,0,0,0,3,5,17.4300003051758,3
50003,"Baganda",500,"Uganda",2006,5160789,0.1767,0,0,3,NA,1,3,1,1,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,2,5,17.6700000762939,1
50103,"Kikuyu",501,"Kenya",2004,7472759,0.22,1,0,3,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,3,5,22,0
50103,"Kikuyu",501,"Kenya",2005,7680591,0.22,1,0,3,1,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,22,0
50103,"Kikuyu",501,"Kenya",2006,7895942,0.22,1,0,3,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,22,0
50104,"Luo",501,"Kenya",2004,4415721,0.13,1,1,2,NA,1,2,3,1,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,3,5,13,1
50104,"Luo",501,"Kenya",2005,4538531,0.13,1,1,2,NA,1,2,3,1,0,0,0,2,0,0,0,1,1,0,2,2,0,0,0,0,0,1,3,5,13,1
50104,"Luo",501,"Kenya",2006,4665784,0.13,1,1,2,NA,1,2,3,1,0,0,0,2,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,5,13,1
50105,"Maasai",501,"Kenya",2004,509506,0.015,1,1,3,2,1,3,2,1,0,0,0,2,1,0,0,1,1,0,3,2,1,0,0,0,0,0,3,5,1.5,0
50105,"Maasai",501,"Kenya",2005,523677,0.015,1,1,3,2,1,3,2,1,0,0,1,2,1,0,0,1,1,0,3,2,1,0,0,0,0,0,3,5,1.5,0
50105,"Maasai",501,"Kenya",2006,538360,0.015,1,1,3,2,1,3,2,2,0,0,0,2,1,0,0,1,1,0,3,2,1,0,0,0,0,0,3,5,1.5,0
50106,"Somalis",501,"Kenya",2004,431382,0.0127,2,1,3,1,1,3,3,3,0,0,0,4,2,0,0,1,0,0,1,2,0,1,0,1,0,0,3,5,1.26999998092651,0
50106,"Somalis",501,"Kenya",2005,425924,0.0122,2,1,3,1,1,3,3,3,0,0,2,4,2,0,0,1,0,0,1,2,0,0,0,0,0,1,0,5,1.22000002861023,0
50106,"Somalis",501,"Kenya",2006,427099,0.0119,2,1,3,1,1,3,3,3,0,0,0,4,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,1.19000005722046,0
50109,"Kalenjin",501,"Kenya",2004,4076050,0.12,1,1,3,NA,1,3,3,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,12,1
50109,"Kalenjin",501,"Kenya",2005,4189413,0.12,1,1,3,NA,1,3,3,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,12,1
50109,"Kalenjin",501,"Kenya",2006,4306877,0.12,1,1,3,NA,1,3,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,12,1
50110,"Luhya",501,"Kenya",2004,4765582,0.1403,1,1,2,2,1,2,2,1,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,1,5,14.0299997329712,0
50110,"Luhya",501,"Kenya",2005,4898123,0.1403,1,1,2,2,1,2,2,1,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,1,5,14.0299997329712,0
50110,"Luhya",501,"Kenya",2006,5035457,0.1403,1,1,2,2,1,2,2,1,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,5,14.0299997329712,0
50111,"Kisii",501,"Kenya",2004,2034629,0.0599,1,0,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,5,5.98999977111816,0
50111,"Kisii",501,"Kenya",2005,2091216,0.0599,1,0,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,2,1,1,0,0,0,0,0,3,5,5.98999977111816,0
50111,"Kisii",501,"Kenya",2006,2149850,0.0599,1,0,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,5,5.98999977111816,0
51001,"Zanzibaris",510,"Tanzania",2004,1050515,0.0284,1,0,3,2,1,3,0,1,0,0,0,0,0,0,1,1,0,1,4,0,1,0,0,0,0,1,0,5,2.83999991416931,0
51001,"Zanzibaris",510,"Tanzania",2005,1072684,0.0284,1,0,3,2,1,3,0,1,0,1,1,0,0,0,1,1,0,1,4,0,1,0,0,0,0,1,3,5,2.83999991416931,0
51001,"Zanzibaris",510,"Tanzania",2006,1095346,0.0284,1,0,3,2,1,3,0,1,0,0,0,0,0,0,1,1,0,1,4,0,1,0,0,0,0,1,0,5,2.83999991416931,0
51601,"Hutus",516,"Burundi",2004,6388780,0.85,0,0,0,1,0,0,1,1,0,0,1,3,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5,85,0
51601,"Hutus",516,"Burundi",2005,6626112,0.85,0,0,0,1,0,0,1,1,0,0,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,5,85,0
51601,"Hutus",516,"Burundi",2006,6876558,0.85,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,5,85,0
51602,"Tutsis",516,"Burundi",2004,1052270,0.14,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,5,14,0
51602,"Tutsis",516,"Burundi",2005,1091360,0.14,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,14,0
51602,"Tutsis",516,"Burundi",2006,1132610,0.14,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,5,14,0
51701,"Tutsis",517,"Rwanda",2004,1323545,0.145,0,0,0,NA,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,14.5,1
51701,"Tutsis",517,"Rwanda",2005,1359843,0.145,0,0,0,NA,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,14.5,1
51701,"Tutsis",517,"Rwanda",2006,1397535,0.145,0,0,0,NA,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,14.5,1
51702,"Hutus",517,"Rwanda",2004,7713072,0.845,0,0,0,1,0,0,1,2,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,84.5,0
51702,"Hutus",517,"Rwanda",2005,7924601,0.845,0,0,0,1,0,0,1,2,0,1,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,84.5,0
51702,"Hutus",517,"Rwanda",2006,8144254,0.845,0,0,0,1,0,0,1,2,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,84.5,0
52001,"Issaq",520,"Somalia",2004,1776488,0.21,0,0,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,21,0
52001,"Issaq",520,"Somalia",2005,1838014,0.21,0,0,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,21,0
52001,"Issaq",520,"Somalia",2006,1896338,0.21,0,0,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,21,0
52201,"Afars",522,"Djibouti",2004,163415,0.35,1,1,3,2,1,3,3,2,1,0,0,1,3,0,0,1,1,1,3,2,0,0,0,0,0,0,0,5,35,0
52201,"Afars",522,"Djibouti",2005,166846,0.35,1,1,3,2,1,3,3,2,1,1,1,1,3,0,0,1,1,1,3,2,0,0,0,0,0,0,3,5,35,0
52201,"Afars",522,"Djibouti",2006,170286,0.35,1,1,3,2,1,3,3,2,1,0,0,1,3,0,0,1,1,1,3,2,0,0,0,0,0,0,1,5,35,0
53001,"Afars",530,"Ethiopia",2004,2905488,0.04,2,1,3,1,1,3,3,2,1,0,0,1,1,0,1,1,1,1,3,1,0,0,0,0,0,0,0,5,4,0
53001,"Afars",530,"Ethiopia",2005,2999212,0.04,2,1,3,1,1,3,3,2,1,0,2,1,1,0,1,1,1,1,3,1,0,0,0,0,0,0,0,5,4,0
53001,"Afars",530,"Ethiopia",2006,3096456,0.04,2,1,3,1,1,3,3,2,1,0,1,1,1,0,1,1,1,1,3,1,0,0,0,0,0,0,0,5,4,0
53004,"Oromo",530,"Ethiopia",2004,29054882,0.4,0,0,2,1,1,3,3,1,0,1,0,1,0,0,1,1,1,1,4,0,0,0,0,0,0,0,4,5,40,0
53004,"Oromo",530,"Ethiopia",2005,29992117,0.4,0,0,2,1,1,3,3,1,0,0,1,1,0,0,1,1,1,1,4,0,0,0,0,0,0,1,3,5,40,0
53004,"Oromo",530,"Ethiopia",2006,30964561,0.4,0,0,2,1,1,3,3,1,0,0,0,1,0,0,1,1,1,1,4,0,0,0,0,0,0,1,3,5,40,0
53005,"Somalis",530,"Ethiopia",2004,4358232,0.06,2,1,3,1,1,3,3,3,1,0,0,2,1,0,1,1,0,1,4,1,0,0,0,0,0,1,0,5,6,0
53005,"Somalis",530,"Ethiopia",2005,4498818,0.06,2,1,3,1,1,3,3,3,1,0,1,2,1,0,1,1,0,1,4,1,0,0,0,0,0,0,0,5,6,0
53005,"Somalis",530,"Ethiopia",2006,4644684,0.06,2,1,3,1,1,3,3,3,1,0,0,2,1,0,1,1,0,1,4,1,0,0,0,0,0,1,0,5,6,0
53006,"Tigreans",530,"Ethiopia",2004,5084604,0.07,2,1,3,1,1,3,2,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7,0
53006,"Tigreans",530,"Ethiopia",2005,5248621,0.07,2,1,3,1,1,3,2,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7,0
53006,"Tigreans",530,"Ethiopia",2006,5418798,0.07,2,1,3,1,1,3,2,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7,0
53007,"Amhara",530,"Ethiopia",2004,18159302,0.25,2,1,3,1,1,3,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,25,0
53007,"Amhara",530,"Ethiopia",2005,18745073,0.25,2,1,3,1,1,3,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,5,25,0
53007,"Amhara",530,"Ethiopia",2006,19352851,0.25,2,1,3,1,1,3,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,25,0
53101,"Afars",531,"Eritrea",2004,196293,0.04,1,1,3,1,1,3,3,2,1,NA,0,2,2,0,0,0,0,0,4,2,1,0,0,0,0,0,0,5,4,1
53101,"Afars",531,"Eritrea",2005,202782,0.04,1,1,3,1,1,3,3,2,1,NA,0,2,2,0,0,0,0,0,4,2,1,0,0,0,0,0,0,5,4,1
53101,"Afars",531,"Eritrea",2006,208573,0.04,1,1,3,1,1,3,3,2,1,1,0,2,2,0,0,0,0,0,4,2,1,1,1,0,0,0,0,5,4,0
54001,"Bakongo",540,"Angola",2004,1216572,0.1068,2,1,3,1,1,3,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.6800003051758,0
54001,"Bakongo",540,"Angola",2005,1250303,0.1068,2,1,3,1,1,3,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.6800003051758,0
54001,"Bakongo",540,"Angola",2006,1280832,0.1068,2,1,3,1,1,3,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.6800003051758,0
54002,"Ovimbundu",540,"Angola",2004,4214717,0.37,0,0,3,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,1,5,37,0
