no,entidad_federativa,anio_ocurrencia_evento,boletin_prensa,fecha_emision_boletin_prensa,tipo_fenomeno,amenaza_natural,instancia_corroboradora,nombre_municipios_corroborados,numero_municipios_corroborados,oficio_poblacion_afectada,poblacion_afectada,poblacion_atendida,fecha_publicacion_declaratoria_dof,publicacion_dof,instancia_que_elaboro_informe_utilizacion_insumos,boletin_prensa_aviso_termino_emergencia,fecha_emision_boletin_prensa_termino_situacion_emergencia,fecha_publicacion_aviso_termino_declaratoria_dof,publicacion_termino_dof,total_insumos_autorizados,despensas,despensa_sobrevivencia,despensa_mantenimiento,alimentos_consumo_inmediato,fruta_para_poblacion,alimento_granel,cobertor_a,cobertor_b,colchoneta,hamaca,lamina_tipo_a,lamina_tipo_b,lamina_tipo_c,palma_sintetica,palma_natural,litros_agua,kit_limpieza,kit_aseo_personal,costales,saco_absorbente,impermeables,botas,rollos_hule,guantes_carnaza,toallas_sanitarias_femeninas,banieras_para_bebe,panial_etapa_5,panial_etapa_4,panial_etapa_3,panial_etapa_2,panial_etapa_1,panial_para_adulto,linternas,palas,marros,barretas,machetes,martillos,carretillas,cascos,azadones,hachas,zapapicos,motosierras,mochilas_aspersores,mascarillas,cocinas_comunitarias,servicios_potabilizadoras_agua,servicio_bombas_extraccion_agua,servicio_retroexcavadoras,servicio_vactors,envases_agua,combustible,fletes,servicio_letrinas,servicio_regaderas,arrendamiento_montacargas,arrendamiento_generadores_energia,lote_insumos_para_salud,costo_fuerzas_armadas,costo_estimado_sspc,costo_total_declaratoria,observaciones
80.0,Chiapas,2020,BDE-029-2020,09-jun-20,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal),CONAGUA,"Coapilla, Tapalapa, Teopisca, Villa Comaltitlán, Zinacantán, Berriozábal, Copainalá, Tecpatán, Chiapilla, Huehuetán, La Trinitaria, Las Rosas, Socoltenango, Tzimol, Venustiano Carranza; Amatenango del Valle, Chamula, Francisco León, Pantepec, Tapilula y Huixtla.",21,SSPC/SPPPCCP/CNPC/DGPC/00514/2020,27718,27718,17-jun-20,http://dof.gob.mx/nota_detalle.php?codigo=5595125&fecha=17/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-038-2020,19-jun-20,29-jun-20,http://dof.gob.mx/nota_detalle.php?codigo=5595735&fecha=29/06/2020,401752,6929,0,0,0,0,0,0,27718,27718,0,0,85690.0,0,0,0,137100,6929,6929,0,0,13859,13859,0,0,16452,0,13861,13857,0,0,0,0,0,6170,0,0,6170,0,6170,0,0,6170,6170,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$150,598,707.41","$150,598,707.41",
81.0,Yucatán,2020,BDE-030-2020,11-jun-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 1 al 7 de junio de 2020 (T.T. Cristóbal),CONAGUA,"Baca, Bokobá, Buctzotz, Cacalchén, Cansahcab, Chankom, Dzemul, Dzidzantún, Dzilam González, Dzitás, Homún, Ixil, Kaua, Mocochá, Motul, Oxkutzcab, Quintana Roo, Sotuta, Tahmek, Tekantó, Tekom, Telchac Pueblo, Temax, Tinum, Tixmehuac, Uayma, Xocchel, Yaxkukul, Yobaín, Chikindzonot, Espita, Kantunil, Río Lagartos, San Felipe, Sinanché, Tepakán, Tixcacalcupul y Panabá.",38,SSPC/SPPPCCP/CNPC/DGPC/00521/2020 - SSPC/SPPPCCP/CNPC/DGPC/00542/2020 - SSPC/SPPPCCP/CNPC/DGPC/00561/2020,56000,56000,19-jun-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5595252&fecha=19/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-048-2020,11-jul-20,20-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596966&fecha=20/07/2020#gsc.tab=0,1691230,54827,0,0,0,0,0,0,56000,0,0,0,43818.0,0,0,0,1082464,14000,34342,58424,0,28000,28000,0,0,133651,0,29680,0,17664,0,17525,32834,0,1000,0,0,1000,0,1000,0,0,0,1000,0,0,56000,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$96,266,967.80","$96,266,967.80",
82.0,Veracruz,2020,BDE-035-2020,17-jun-20,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial del 10 al 14 de junio de 2020,CONAGUA,"Agua dulce,Chontla, Citlaltépetl y Tantima",4,SSPC/SPPPCCP/CNPC/DGPC/00534/2020,5085,5085,25-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5595532&fecha=25/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-041-2020,27-jun-20,06-jul-20,https://dof.gob.mx/nota_detalle.php?codigo=5596188&fecha=06/07/2020#gsc.tab=0,25915,1271,0,0,0,0,0,0,5085,5085,0,0,0.0,0,0,0,4732,1271,1271,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$2,053,523.35","$2,053,523.35",
83.0,Oaxaca,2020,BDE-036-2020,17-jun-20,Hidrometeorológico,Lluvia severa el 11 de junio de 2020,CONAGUA,San Juan Bautista Valle Nacional,1,SSPC/SPPPCCP/CNPC/DGPC/00533/2020,900,900,25-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5595531&fecha=25/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-042-2020,27-jun-20,06-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596187&fecha=06/07/2020,20026,450,0,0,0,0,0,0,900,900,0,0,2925.0,0,0,0,14400,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$1,628,385.00","$1,628,385.00",
84.0,Oaxaca,2020,BDE-039-2020,25-jun-20,Geológico,Sismo de magnitud 7.4,CENAPRED,"Candelaria Loxicha, Cuilápam de Guerrero, El Espinal, Gelatao de Júarez, Guevea de Humboldt, Heroica Ciudad de Juchitán de Zaragoza, Miahuatlán de Porfirio Díaz, Nazareno Etla, Oaxaca de Juárez, Pluma Hidalgo, San Agustín Loxicha, San Andrés Solaga, San Antonio de la Cal, San Baltazar Loxicha, San Bartolomé Ayautla, San Carlos Yautepec, San Francisco Ozolotepec, San Francisco Sola, San Gabriel Mixtepec, San Jerónimo Tlacochahuaya, San Juan Chicomezúchil, San Juan Lachao, San Juan Ozolotepec, San Lorenzo Texmelúcan, San Lucas Camotlán, San Marcial Ozolotepec, San Mateo Piñas, San Miguel Amatlán, San Miguel del Puerto, San Miguel del Río, San Miguel Tenango, San Pablo Coatlán, San Pablo Etla, San Pedro Huamelula, San Pedro Mixtepec DTO 22, San Pedro Pochutla, San Raymundo Jalpan, San Sebastián Teitipac, San Sebastián Tutla, Santa Ana Tavela, Santa Ana Yareni, Santa Catarina Ixtepeji, Santa Catarina Juquila, Santa Catarina Loxicha, Santa Catarina Quioquitani, Santa Cruz Xoxocotlán, Santa Lucía del Camino, Santa María Atzompa, Santa María Colotepec, Santa María Ecatepec, Santa María Guienagati, Santa María Huatulco, Santa María Mixtequilla, Santa María Ozolotepec, Santa María Quiegolani, Santa María Tonameca, Santa María Totolapilla, Santa María Yavesía, Santiago Matatlán, Santiago Xanica, Santiago Yaitepec, Santo Domingo de Morelos, Santo Domingo Ozolotepec, Santo Domingo Tehuantepec, Santo Domingo Tepuxtepec, Santo Domingo Xagacía, Santos Reyes Nopala, Tlacolula de Matamoros, Tlalixtac de Cabrera, Villa de Etla, Villa de Zaachila y Villa Sola de Vega.",72,SSPC/SPPPCCP/CNPC/DGPC/00548/2020 - SSPC/SPPPCCP/CNPC/DGPC/00556/2020 - SSPC/SPPPCCP/CNPC/DGPC/00571/2020 - SSPC/SPPPCCP/CNPC/DGPC/00627/2020,26125,26125,03-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596132&fecha=03/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-058-2020,25-jul-20,03-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5597669&fecha=03/08/2020#gsc.tab=0,854681,20196,0,0,0,0,0,0,26216,26216,0,0,84906.0,0,0,0,646376,6554,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,1100,0,2200,0,2200,0,0,26216,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$135,962,300.93","$135,962,300.93",
85.0,Veracruz,2020,BDE-040-2020,26-jun-20,Hidrometeorológico,Lluvia severa e inundación pluvial el 24 de junio de 2020,CONAGUA,Tlalnelhuayocan y Xalapa,2,SSPC/SPPPCCP/CNPC/DGPC/00549/2020,3891,3891,06-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596186&fecha=06/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-046-2020,06-jul-20,14-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596645&fecha=14/07/2020#gsc.tab=0,68135,972,0,0,0,0,0,0,3891,3891,0,0,12645.0,0,0,0,17792,972,972,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$5,483,465.01","$5,483,465.01",
86.0,Oaxaca,2020,BDE-043-2020,29-jun-20,Geológico,Sismo de magnitud 7.4,CENAPRED,"San Juan Quiahije, Villa Hidalgo, Santiago Laollaga, Asunción Cacalotepec, Santa Catarina Lachatao, Nejapa de Madero, Santa Cruz Papalutla, San Juan Teitipac, San Juan Lajarcia, San Jerónimo Coatlán, Asunción Tlacolulita, San Luis Amatlán, San Bartolomé Loxicha, San Cristóbal Amatlán y Santiago Astata.",15,SSPC/SPPPCCP/CNPC/DGPC/00555/2020 - SSPC/SPPPCCP/CNPC/DGPC/00610/2020,4538,4538,07-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596225&fecha=07/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-054-2020,19-jul-20,27-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5597306&fecha=27/07/2020#gsc.tab=0,82705,2602,0,0,0,0,0,0,4538,4538,0,0,10605.0,0,0,0,48912,1134,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,1134,0,1134,0,1134,0,0,4538,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$15,137,223.24","$15,137,223.24",
87.0,Chiapas,2020,BDE-044-2020,30-jun-20,Hidrometeorológico,Lluvia severa los días 24 y 25 de junio de 2020,CENAPRED,"Benemérito de las Américas, Maravilla Tenejapa, Acapetahua y Escuintla",4,SSPC/SPPPCCP/CNPC/DGPC/00557/2020,822,822,08-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5596365&fecha=08/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-047-2020,10-jul-20,20-jul-20,http://dof.gob.mx/nota_detalle.php?codigo=5596965&fecha=20/07/2020#gsc.tab=0,15738,205,0,0,0,0,0,0,822,822,0,0,0.0,0,0,0,6576,205,205,0,0,411,411,0,0,1768,0,1644,1644,0,0,0,0,0,205,0,0,205,0,205,0,0,205,205,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$529,766.42","$529,766.42",
88.0,Oaxaca,2020,BDE-045-2020,02-jul-20,Geológico,Sismo de magnitud de 7.4,CENAPRED,"Natividad, Ixtlán de Juárez, San Pablo Huitzo, Magdalena Apasco, Santiago Lachiguiri, Santa María Tepantlali, San Lorenzo Cacaotepec, San Pablo Huixtepec, San Ildefonso Amatlán y San Miguel Suchixtepec.",10,SSPC/SPPPCCP/CNPC/DGPC/00567/2020 - SSPC/SPPPCCP/CNPC/DGPC/00620/2020,1617,1617,10-jul-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5596553&fecha=10/07/2020,Coordinación Estatal de Protección Civil,BDE-056-2020,22-jul-20,30-jul-20,http://dof.gob.mx/nota_detalle.php?codigo=5597490&fecha=30/07/2020#gsc.tab=0,49223,1102,0,0,0,0,0,0,1617,1617,0,0,5255.0,0,0,0,35296,404,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,404,0,404,0,404,0,0,1617,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$3,600,515.18","$3,600,515.18",
89.0,Oaxaca,2020,BDE-049-2020,15-jul-20,Hidrometeorológico,Lluvia severa el 11 de julio de 2020,CONAGUA,"Eloxochitlán de las Flores Magón, Huautla de Jiménez, Mazatlán Villa de Flores, San Jerónimo Tecóatl, San Lucas Zoquiápam y San Mateo Yoloxochitlán.",6,SSPC/SPPPCCP/CNPC/DGPC/00628/2020,853,853,23-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5597169&fecha=23/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-057-2020,25-jul-20,03-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5597668&fecha=03/08/2020,20684,426,0,0,0,0,0,0,853,853,0,0,2772.0,0,0,0,13648,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,213,0,213,0,213,0,0,853,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$2,802,179.91","$2,802,179.91",
90.0,Zacatecas,2020,BDE-050-2020,16-jul-20,Hidrometeorológico,Granizada severa el 14 de julio de 2020,CONAGUA,Calera,1,SSPC/SPPPCCP/CNPC/DGPC/00631/2020,556,556,24-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5597255&fecha=24/07/2020,Coordinación Estatal de Protección Civil,BDE-059-2020,26-jul-20,03-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5597670&fecha=03/08/2020,3896,278,0,0,0,0,0,556,0,556,0,0,1807.0,0,0,0,0,139,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$854,978.04","$854,978.04",
91.0,Durango,2020,BDE-051-2020,16-jul-20,Hidrometeorológico,"Granizada severa e inundación pluvial y fluvial los días 7, 8 y 9 de julio de 2020",CONAGUA,"Pueblo Nuevo, Otáez, Tepehuanes y Vicente Guerrero.",4,SSPC/SPPPCCP/CNPC/DGPC/00632/2020,955,955,24-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5597254&fecha=24/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-060-2020,26-jul-20,03-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5597667&fecha=03/08/2020,5727,238,0,0,0,0,0,0,955,955,0,0,3103.0,0,0,0,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,291,969.12","$1,291,969.12",
92.0,Chiapas,2020,BDE-053-2020,18-jul-20,Hidrometeorológico,Tornado y vientos fuertes el 15 de julio de 2020,CONAGUA,Tuxtla Gutiérrez,1,SSPC/SPPPCCP/CNPC/DGPC/00637/2020,1329,1329,27-jul-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5597305&fecha=27/07/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-062-2020,28-jul-20,05-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5597861&fecha=05/08/2020,41587,664,0,0,0,0,0,0,1329,1329,0,0,3780.0,0,0,0,21264,332,332,0,0,664,664,0,0,4252,0,2658,2658,0,0,0,0,0,332,0,0,332,0,332,0,0,332,332,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$40,657,694.63","$40,657,694.63",
93.0,Oaxaca,2020,BDE-055-2020,21-jul-20,Geológico,Movimiento de ladera los días 11 y 12 de julio de 2020,CENAPRED,"Huautepec, San Andrés Teotilálpam, San José Tenango, San Juan Coatzóspam, San Juan Tepeuxila, Santa Ana Ateixtlahuaca, Santa María la Asunción y Santa María Teopoxco",8,SSPC/SPPPCCP/CNPC/DGPC/00643/2020,555,555,29-jul-20,http://dof.gob.mx/nota_detalle.php?codigo=5597445&fecha=29/07/2020,Coordinación Estatal de Protección Civil,BDE-068-2020,31-jul-20,10-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598049&fecha=10/08/2020,18169,414,0,0,0,0,0,555,0,555,0,0,1803.0,0,0,0,13320,138,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,138,0,138,0,138,0,0,555,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$9,633,570.76","$9,633,570.76",
94.0,Coahuila,2020,BDE-061-2020,27-jul-20,Hidrometeorológico,Lluvia severa el 22 de julio de 2020,CONAGUA,San Pedro,1,SSPC/SPPPCCP/CNPC/DGPC/00657/2020,398,398,04-ago-20,https://dof.gob.mx/nota_detalle.php?codigo=5597709&fecha=04/08/2020,Coordinación Estatal de Protección Civil,BDE-071-2020,06-ago-20,14-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598388&fecha=14/08/2020,1193,198,0,0,0,0,0,0,398,398,0,0,0.0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$2,730,552.26","$2,730,552.26",
95.0,Tamaulipas,2020,BDE-063-2020,29-jul-20,Hidrometeorológico,"Lluvia severa e inundación pluvial los días 25 y 26 de julio de 2020 (Huracán ""Hanna"")",CONAGUA,"Gustavo Díaz Ordaz, Reynosa y Valle Hermoso",3,SSPC/SPPPCCP/CNPC/DGPC/00665/2020,40505,40505,06-ago-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5597907&fecha=06/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-072-2020,08-ago-20,17-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598467&fecha=17/08/2020,417865,20252,0,0,0,0,0,0,40505,40505,0,0,10350.0,0,0,0,276000,10126,10126,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$76,884,541.70","$76,884,541.70",
96.0,Coahuila,2020,BDE-064-2020,30-jul-20,Hidrometeorológico,"Lluvia severa el 26 de julio de 2020 (Huracán ""Hanna"")",CONAGUA,Arteaga y Saltillo,2,SSPC/SPPPCCP/CNPC/DGPC/00670/2020,7645,7645,07-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598009&fecha=07/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-073-2020,09-ago-20,17-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598465&fecha=17/08/2020,20626,1875,0,0,0,0,0,0,7500,7500,0,0,0.0,0,0,0,0,1875,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$21,651,050.12","$21,651,050.12",
97.0,Nuevo León,2020,BDE-065-2020,30-jul-20,Hidrometeorológico,"Lluvia severa e inundación pluvial y fluvial del 24 al 27 de julio de 2020 (Huracán ""Hanna"")",CONAGUA,"Abasolo, Allende, Anáhuac, Bustamante, Cadereyta Jiménez, Cerralvo, China, Doctor Coss, Doctor González, El Carmen, Galeana, García, General Bravo, General Escobedo, General Terán, Guadalupe, Hidalgo, Higueras, Hualahuises, Iturbide, Lampazos de Naranjo, Linares, Los Aldamas, Marín, Melchor Ocampo, Mina, Montemorelos, Parás, Rayones, Sabinas Hidalgo, Salinas Victoria, San Pedro Garza García, Santa Catarina, Santiago, Villaldama, Pesquería, San Nicolás de los Garza, Apodaca, Los Herreras, Los Ramones y Monterrey.",41,SSPC/SPPPCCP/CNPC/DGPC/00663/2020,30267,30267,07-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598010&fecha=07/08/2020,Coordinación Estatal de Protección Civil,BDE-074-2020,09-ago-20,17-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598466&fecha=17/08/2020,12566,7566,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$3,261,584.00","$3,261,584.00",
98.0,Durango,2020,BDE-066-2020,31-jul-20,Hidrometeorológico,"Lluvia severa e inundación pluvial los días 24, 25, 27 y 28 de julio de 2020 (Huracán ""Hanna"")",CONAGUA,"Mezquital, Poanas, Cuencamé, Durango, Otáez, Pueblo Nuevo, Guadalupe Victoria, Nuevo Ideal y Vicente Guerrero.",9,SSPC/SPPPCCP/CNPC/DGPC/00673/2020,13000,13000,10-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598047&fecha=10/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-075-2020,10-ago-20,18-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598512&fecha=18/08/2020#gsc.tab=0,71467,9750,0,0,0,0,0,0,13000,13000,0,0,12954.0,0,0,0,0,3250,6500,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$30,976,136.31","$30,976,136.31",
99.0,Zacatecas,2020,BDE-067-2020,31-jul-20,Hidrometeorológico,"Lluvia severa el 27 de julio de 2020 (Huracán ""Hanna"")",CONAGUA,"Chalchihuites, General Francisco R. Murguía, Jiménez del Teul, Juan Aldama, Miguel Auza, Río Grande, Sain Alto, Sombrerete y Villa de Cos",9,SSPC/SPPPCCP/CNPC/DGPC/00678/2020,3890,3890,10-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598048&fecha=10/08/2020,Coordinación Estatal de Protección Civil,BDE-076-2020,10-ago-20,18-ago-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5598513&fecha=18/08/2020#gsc.tab=0,24341,1944,0,0,0,0,0,3890,0,3890,0,0,9737.0,0,0,0,0,972,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3890,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$5,126,849.08","$5,126,849.08",
100.0,Oaxaca,2020,BDE-069-2020,03-ago-20,Hidrometeorológico,Inundación pluvial el 28 de julio de 2020,CONAGUA,Nazareno Etla,1,SSPC/SPPPCCP/CNPC/DGPC/00683/2020,401,401,11-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598085&fecha=11/08/2020,Coordinación Estatal de Protección Civil,BDE-079-2020,13-ago-20,21-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598866&fecha=21/08/2020,8169,300,0,0,0,0,0,401,0,401,0,0,1303.0,0,0,0,4662,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,100,0,0,401,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$3,466,279.77","$3,466,279.77",
101.0,Durango,2020,BDE-070-2020,05-ago-20,Hidrometeorológico,Lluvia severa e inundación pluvial el 31 de julio de 2020,CONAGUA,"Pánuco de Coronado, Rodeo y Súchil",3,SSPC/SPPPCCP/CNPC/DGPC/00686/2020,1180,1180,13-ago-20,https://dof.gob.mx/nota_detalle.php?codigo=5598268&fecha=13/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-082-2020,15-ago-20,24-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598928&fecha=24/08/2020,8564,885,0,0,0,0,0,0,1180,1180,0,0,3250.0,0,0,0,0,295,590,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$7,831,694.58","$7,831,694.58",
102.0,Durango,2020,BDE-077-2020,12-ago-20,Hidrometeorológico,Inundación fluvial el 7 de agosto de 2020,CONAGUA,San Dimas,1,SSPC/SPPPCCP/CNPC/DGPC/00706/2020,0,0,20-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598731&fecha=20/08/2020,Coordinación Estatal de Protección Civil,BDE-084-2020,22-ago-20,31-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5599348&fecha=31/08/2020#gsc.tab=0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   , $-   , $-   ,
103.0,Veracruz,2020,BDE-078-2020,12-ago-20,Hidrometeorológico,Inundación pluvial y movimiento de ladera del 7 al 10 de agosto de 2020,CONAGUA,"Chumatlán, Coyutla, Espinal, Filomeno Mata y Mecatlán",5,SSPC/SPPPCCP/CNPC/DGPC/00702/2020,8211,8211,20-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598732&fecha=20/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-085-2020,22-ago-20,31-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5599349&fecha=31/08/2020#gsc.tab=0,74004,2052,0,0,0,0,0,0,8211,8211,0,0,15198.0,0,0,0,10728,2052,2052,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$7,615,261.70","$7,615,261.70",
104.0,Oaxaca,2020,BDE-080-2020,14-ago-20,Hidrometeorológico,Lluvia severa e inundación pluvial los días 9 y 10 de agosto de 2020,CONAGUA,"San Felipe Usila,San José Chiltepec y Santa María Jacatepec.",3,SSPC/SPPPCCP/CNPC/DGPC/00711/2020,880,880,24-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598927&fecha=24/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-086-2020,24-ago-20,01-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5599409&fecha=01/09/2020#gsc.tab=0,29707,660,0,0,0,0,0,0,880,880,0,0,2860.0,0,0,0,21120,220,440,0,0,440,440,6,0,0,0,0,0,0,0,0,0,0,220,0,220,0,0,220,0,0,0,220,0,0,880,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$14,279,057.66","$14,279,057.66",
105.0,Oaxaca,2020,BDE-081-2020,14-ago-20,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial el 11 de agosto de 2020,CONAGUA,San Andrés Teotilálpam y Villa de Tututepec de Melchor Ocampo,2,SSPC/SPPPCCP/CNPC/DGPC/00720/2020,713,713,24-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5598926&fecha=24/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-087-2020,24-ago-20,01-sep-20,dof.gob.mx/nota_detalle.php?codigo=5599408&fecha=01/09/2020#gsc.tab=0,18005,356,0,0,0,0,0,0,713,713,0,0,2317.0,0,0,0,11408,178,178,0,0,356,356,4,0,0,0,0,0,0,0,0,0,0,178,0,178,0,0,178,0,0,0,178,0,0,713,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$19,487,812.73","$19,487,812.73",
