no,entidad_federativa,anio_ocurrencia_evento,boletin_prensa,fecha_emision_boletin_prensa,tipo_fenomeno,amenaza_natural,instancia_corroboradora,nombre_municipios_corroborados,numero_municipios_corroborados,oficio_poblacion_afectada,poblacion_afectada,poblacion_atendida,fecha_publicacion_declaratoria_dof,publicacion_dof,instancia_que_elaboro_informe_utilizacion_insumos,boletin_prensa_aviso_termino_emergencia,fecha_emision_boletin_prensa_termino_situacion_emergencia,fecha_publicacion_aviso_termino_declaratoria_dof,publicacion_termino_dof,total_insumos_autorizados,despensas,despensa_sobrevivencia,despensa_mantenimiento,alimentos_consumo_inmediato,fruta_para_poblacion,alimento_granel,cobertor_a,cobertor_b,colchoneta,hamaca,lamina_tipo_a,lamina_tipo_b,lamina_tipo_c,palma_sintetica,palma_natural,litros_agua,kit_limpieza,kit_aseo_personal,costales,saco_absorbente,impermeables,botas,rollos_hule,guantes_carnaza,toallas_sanitarias_femeninas,banieras_para_bebe,panial_etapa_5,panial_etapa_4,panial_etapa_3,panial_etapa_2,panial_etapa_1,panial_para_adulto,linternas,palas,marros,barretas,machetes,martillos,carretillas,cascos,azadones,hachas,zapapicos,motosierras,mochilas_aspersores,mascarillas,cocinas_comunitarias,servicios_potabilizadoras_agua,servicio_bombas_extraccion_agua,servicio_retroexcavadoras,servicio_vactors,envases_agua,combustible,fletes,servicio_letrinas,servicio_regaderas,arrendamiento_montacargas,arrendamiento_generadores_energia,lote_insumos_para_salud,costo_fuerzas_armadas,costo_estimado_sspc,costo_total_declaratoria,observaciones
28.0,Baja California Sur,2019,BDE-030-2019,25-ago-19,Hidrometeorológico,Lluvia severa e inundación pluvial los días 22 y 23 de agosto de 2019,CONAGUA,Comondú y Los Cabos,2,SSPC/SPPPCCP/CNPC/DGPC/00136/2019,4013,4013,02-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5571007&fecha=02/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-037-2019,14-sep-19,24-sep-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5573263&fecha=24/09/2019,93188,2006,0,0,0,0,0,4013,0,4013,0,0,13042.0,0,0,0,32104,1003,2006,30000,0,2000,2000,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$10,960,255.12","$10,960,255.12",
29.0,Zacatecas,2019,BDE-031-2019,28-ago-19,Hidrometeorológico,"Lluvia severa e inundación pluvial los días 22, 23 y 24 de agosto de 2019",CONAGUA,"Fresnillo, Genaro Codina, Nochistlán de Mejía, Pánuco y Pinos",5,SSPC/SPPPCCP/CNPC/DGPC/00140/2019,3266,3266,05-sep-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5571331&fecha=05/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-033-2019,07-sep-19,17-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5572443&fecha=17/09/2019#gsc.tab=0,8985,1632,0,0,0,0,0,3266,0,3266,0,0,0.0,0,0,0,0,816,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$2,168,959.08","$2,168,959.08",
30.0,Sonora,2019,BDE-034-2019,12-sep-19,Hidrometeorológico,Inundación fluvial y pluvial el 8 de septiembre de 2019,CONAGUA,Agua Prieta,1,SSPC/SPPPCCP/CNPC/DGPC/00231/2019,1899,1899,23-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573187&fecha=23/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-041-2019,22-sep-19,30-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573849&fecha=30/09/2019#gsc.tab=0,26522,474,0,0,0,0,0,1899,0,1899,0,0,1000.0,0,0,0,10000,474,474,10000,0,100,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,543,594.92","$1,543,594.92",
31.0,Chiapas,2019,BDE-038-2019,18-sep-19,Hidrometeorológico,Inundación fluvial el 16 de septiembre de 2019,CONAGUA,Tapachula,1,SSPC/SPPPCCP/CNPC/DGPC/00238/2019,3539,3539,28-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573565&fecha=26/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-045-2019,28-sep-19,07-oct-19,http://dof.gob.mx/nota_detalle.php?codigo=5574510&fecha=07/10/2019#gsc.tab=0,46342,884,0,0,0,0,0,0,0,3539,0,0,0.0,0,0,0,28310,884,884,0,0,1680,1680,0,0,0,0,4240,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$40,929,152.14","$40,929,152.14",
32.0,Chiapas,2019,BDE-039-2019,21-sep-19,Hidrometeorológico,Inundación fluvial el 16 de septiembre de 2019,CONAGUA,Mapastepec,1,SSPC/SPPPCCP/CNPC/DGPC/00250/2019,1580,1580,30-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573848&fecha=30/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-049-2019,01-oct-19,09-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574846&fecha=09/10/2019#gsc.tab=0,16326,395,0,0,0,0,0,0,0,1580,0,0,0.0,0,0,0,9220,395,395,0,0,790,790,0,0,0,0,1380,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$12,733,165.47","$12,733,165.47",
33.0,Baja California Sur,2019,BDE-040-2019,22-sep-19,Hidrometeorológico,"Lluvia severa y vientos fuertes el 20 de septiembre de 2019 por el huracán ""Lorena""",CONAGUA,La Paz y Los Cabos,2,SSPC/SPPPCCP/CNPC/DGPC/00251/2019,2849,2849,30-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573847&fecha=30/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-050-2019,02-oct-19,10-oct-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5574987&fecha=10/10/2019#gsc.tab=0,85733,1424,0,0,0,0,0,2849,0,2849,0,0,9200.0,0,0,0,44034,712,1424,20000,0,1420,1420,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$13,332,329.85","$13,332,329.85",
34.0,Chiapas,2019,BDE-042-2019,23-sep-19,Hidrometeorológico,Inundación fluvial el 18 de septiembre de 2019,CONAGUA,Acapetahua,1,SSPC/SPPPCCP/CNPC/DGPC/00260/2019,1734,1734,01-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573928&fecha=01/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-053-2019,03-oct-19,11-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575189&fecha=11/10/2019#gsc.tab=0,13874,433,0,0,0,0,0,0,0,1734,0,0,0.0,0,0,0,5720,433,433,0,0,860,860,0,0,0,0,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$6,273,470.67","$6,273,470.67",
35.0,Sonora,2019,BDE-043-2019,24-sep-19,Hidrometeorológico,"Lluvia severa e inundación pluvial el 21 de septiembre de 2019 por el huracán ""Lorena""",CONAGUA,"Guaymas, Empalme, Etchojoa, Hermosillo, Huatabampo y Navojoa",6,SSPC/SPPPCCP/CNPC/DGPC/00263/2019,7238,7238,02-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574103&fecha=02/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-056-2019,04-oct-19,14-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575264&fecha=14/10/2019,280834,5427,0,0,0,0,0,7238,0,7238,0,0,20000.0,0,0,0,173700,1809,1809,60000,0,1200,1200,12,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$27,553,685.41","$27,553,685.41",
36.0,Jalisco,2019,BDE-044-2019,25-sep-19,Hidrometeorológico,"Presencia huracán ""Lorena"" (Lluvia Severa) el 18 de septiembre de 2019",CONAGUA,"Cihuatlán, Cuatitlán de García Barragán, La Huerta, Tomatlán y Villa Purificación.",5,SSPC/SPPPCCP/CNPC/DGPC/00268/2019,3375,3375,03-oct-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5574223&fecha=03/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-057-2019,05-oct-19,14-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575263&fecha=14/10/2019#gsc.tab=0,36280,843,0,0,0,0,0,3375,0,3375,0,0,0.0,0,0,0,27000,843,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$4,566,249.52","$4,566,249.52",
37.0,Sonora,2019,BDE-046-2019,29-sep-19,Hidrometeorológico,Lluvia severa e inundación pluvial los días 24 y 25 de septiembre de 2019 por Frente Frío No. 1,CONAGUA,"Altar, Arizpe, Atil, Bacoachi, Benjamín Hill, Caborca, Carbó, Cucurpe, Imuris, Magdalena, Naco, Nogales, Oquitoa, Pitiquito, Puerto Peñasco, Rayón, San Miguel de Horcasitas, Santa Ana, Santa Cruz, Sáric, Tubutama.",21,SSPC/SPPPCCP/CNPC/DGPC/00290/2019,12071,12071,07-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574509&fecha=07/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-059-2019,10-oct-19,17-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575708&fecha=17/10/2019#gsc.tab=0,241428,9051,0,0,0,0,0,10000,0,10000,0,0,20000.0,0,0,0,150000,3017,3017,30000,0,2100,2100,42,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$22,274,732.26","$22,274,732.26",
38.0,Chiapas,2019,BDE-047-2019,29-sep-19,Hidrometeorológico,Inundación fluvial el 26 de septiembre de 2019,CONAGUA,Villa Comaltitlán,1,SSPC/SPPPCCP/CNPC/DGPC/00291/2019,1217,1217,07-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574508&fecha=07/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-060-2019,10-oct-19,18-oct-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5575707&fecha=17/10/2019,16966,304,0,0,0,0,0,0,0,1217,0,0,0.0,0,0,0,9730,304,304,0,0,608,608,0,0,0,0,1940,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$11,064,135.28","$11,064,135.28",
39.0,Oaxaca,2019,BDE-048-2019,01-oct-19,Hidrometeorológico,"Lluvia severa e inundación fluvial los días 28 y 29 de septiembre de 2019 por el huracán ""Narda""",CONAGUA,"Coicoyán de las Flores, Heroica Ciudad de Juchitán de Zaragoza, Putla Villa de Guerrero, San Juan Lachao, San Juan Quiahije, San Mateo Piñas, San Miguel Panixtlahuaca, San Pedro Mixtepec -Dto. 22-, San Pedro Mixtepec -Dto. 26-, San Sebastián Tecomaxtlahuaca, Santa Catarina Juquila, Santa Catarina Yosonotú, Santa María Colotepec, Santa María Huazolotitlán, Santa María Yolotepec, Santiago Jamiltepec, Santiago Juxtlahuaca, Santiago Pinotepa Nacional, Santiago Yaitepec, Santos Reyes Nopala y Villa de Tututepec de Melchor Ocampo.",21,SSPC/SPPPCCP/CNPC/DGPC/00296/2019 - SSPC/SPPPCCP/CNPC/DGPC/00375/2019,36732,36732,09-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574845&fecha=09/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-069-2019,21-oct-19,29-oct-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5576805&fecha=29/10/2019#gsc.tab=0,415798,21960,0,0,0,0,0,36732,0,36732,0,0,50210.0,0,0,0,250000,9183,10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$72,734,747.92","$72,734,747.92",
40.0,Guerrero,2019,BDE-051-2019,02-oct-19,Hidrometeorológico,"Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre de 2019 por el huracán ""Narda""",CONAGUA,"Acapulco de Juárez, Acatepec, Atoyac de Álvarez, Benito Juárez, Chilapa de Álvarez, Chilpancingo de los Bravo, Coahuayutla de José María Izazaga, Cuajinicuilapa, Coyuca de Benítez, Cuautepec, Eduardo Neri, Florencio Villarreal, Igualapa, José Joaquín de Herrera, La Unión de Isidoro Montes de Oca, Leonardo Bravo, Malinaltepec, Metlatónoc, Petatlán, Técpan de Galeana, Tixtla de Guerrero, Tlacoapa y Zihuatanejo de Azueta.",23,SSPC/SPPPCCP/CNPC/DGPC/00328/2019 - SSPC/SPPPCCP/CNPC/DGPC/00379/2019,17351,17351,10-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574986&fecha=10/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-070-2019,22-oct-19,30-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576994&fecha=30/10/2019#gsc.tab=0,355352,17348,0,0,0,0,0,17351,0,17351,0,0,56390.0,0,0,0,120000,4337,8674,0,0,0,0,0,8600,0,0,16500,13200,14400,19800,16500,12000,0,4300,0,0,0,0,4300,0,0,0,4300,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$51,463,968.05","$51,463,968.05",
41.0,Colima,2019,BDE-052-2019,02-oct-19,Hidrometeorológico,"Lluvia severa e inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 por el huracán ""Narda""",CONAGUA,"Armería, Colima, Comala, Coquimatlán, Cuauhtémoc, Ixtlahuacán, Manzanillo, Minatitlán, Tecomán y Villa de Álvarez.",10,SSPC/SPPPCCP/CNPC/DGPC/00327/2019,1741,1741,10-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5574985&fecha=10/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-062-2019,12-oct-19,21-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576004&fecha=21/10/2019#gsc.tab=0,10881,435,0,0,0,0,0,1741,0,1741,0,0,0.0,6093,0,0,0,435,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$10,419,232.94","$10,419,232.94",
42.0,Michoacán,2019,BDE-054-2019,03-oct-19,Hidrometeorológico,"Inundación fluvial el 28 y 29 de septiembre de 2019 por el huracán ""Narda""",CONAGUA,Lázaro Cárdenas,1,SSPC/SPPPCCP/CNPC/DGPC/00326/2019,1124,1124,11-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575187&fecha=11/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-063-2019,13-oct-19,21-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576006&fecha=21/10/2019,6599,281,0,0,0,0,0,0,0,1124,0,632,0.0,0,0,0,4000,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$716,640.96","$716,640.96",
43.0,Michoacán,2019,BDE-055-2019,03-oct-19,Hidrometeorológico,"Inundación fluvial el 29 y 30 de septiembre de 2019 por el huracán ""Narda""",CONAGUA,Aquila y Coahuayana,2,SSPC/SPPPCCP/CNPC/DGPC/00325/2019,1133,1133,11-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575188&fecha=11/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-064-2019,13-oct-19,21-oct-19,https://dof.gob.mx/nota_detalle.php?codigo=5576005&fecha=21/10/2019,3312,250,0,0,0,0,0,0,0,1000,0,562,0.0,0,0,0,1000,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$622,142.64","$622,142.64",
44.0,Oaxaca,2019,BDE-058-2019,08-oct-19,Hidrometeorológico,"Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre por el huracán ""Narda""",CONAGUA,"San Agustín Chayuco, San Baltazar Loxicha, San Bartolomé Loxicha, San Jerónimo Coatlán, San Pedro Juchatengo, San Sebastián Coatlán, Santa María Tonameca, Santo Domingo Tehuantepec, San Andrés Cabecera Nueva, San Francisco Ozolotepec, San Juan Ozolotepec, San Marcial Ozolotepec, San Miguel del Puerto, San Pablo Tijaltepec, San Pedro el Alto, Santa Cruz Itundujia, Santa María Huatulco, Santa María Yucuhiti, Santa María Zacatepec, Santo Domingo Ixcatlán, Santo Domingo Ozolotepec, Santo Tomás Ocotepec, San Juan Colorado, San Pedro Amuzgos, Chalcatongo de Hidalgo, San Esteban Atatlahuca, Calihualá, San Gabriel Mixtepec, Santa María Temaxcaltepec, Heroica Ciudad de Tlaxiaco, San Lorenzo Victoria, Santiago Tamazola, Silacayoápam, San Juan Mixtepec Dto. 08, San Juan Ñumí, San Martín Itunyoso, Santa Cruz Nundaco y San Martín Peras.",38,SSPC/SPPPCCP/CNPC/DGPC/00363/2019,5507,5507,16-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575546&fecha=16/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-067-2019,18-oct-19,28-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576687&fecha=28/10/2019#gsc.tab=0,97472,2752,0,0,0,0,0,5507,0,5507,0,0,17897.0,0,0,0,63056,1376,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$31,196,865.31","$31,196,865.31",
45.0,Jalisco,2019,BDE-061-2019,10-oct-19,Hidrometeorológico,"Inundación fluvial y pluvial el 29 de septiembre de 2019 por huracán ""Narda""",CONAGUA,"Cabo Corrientes, Cihuatlán, Cuautitlán de García Barragán, La Huerta, Puerta Vallarta, Tomatlán y Villa Purificación",7,SSPC/SPPPCCP/CNPC/DGPC/00368/2019,5216,5216,18-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5575905&fecha=18/10/2019,Coordinación Estatal de Protección Civil,BDE-068-2019,20-oct-19,28-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576686&fecha=28/10/2019#gsc.tab=0,53545,1245,0,0,0,0,0,4981,0,4981,0,0,0.0,0,0,0,39848,1245,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$2,856,959.96","$2,856,959.96",
46.0,Chiapas,2019,BDE-065-2019,14-oct-19,Hidrometeorológico,Inundación fluvial del 7 al 10 de octubre de 2019,CONAGUA,Mapastepec,1,SSPC/SPPPCCP/CNPC/DGPC/00413/2019,679,679,22-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576123&fecha=22/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-072-2019,24-oct-19,01-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5577568&fecha=01/11/2019#gsc.tab=0,8929,169,0,0,0,0,0,0,0,679,0,0,0.0,0,0,0,5432,169,169,0,0,339,339,0,0,0,0,816,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$13,508,316.62","$13,508,316.62",
47.0,Baja California Sur,2019,BDE-066-2019,15-oct-19,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019,CONAGUA,La Paz y Los Cabos,2,SSPC/SPPPCCP/CNPC/DGPC/00414/2019,3724,3724,23-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576324&fecha=23/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-073-2019,25-oct-19,04-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5577628&fecha=04/11/2019#gsc.tab=0,52135,931,0,0,0,0,0,3724,0,3724,0,0,12103.0,0,0,0,29790,931,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$18,603,214.74","$18,603,214.74",
48.0,Oaxaca,2019,BDE-071-2019,22-oct-19,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial los días 16 y 17 de octubre de 2019,CONAGUA,"El Barrio de la Soledad, San Francisco del Mar, San Lorenzo, San Miguel Tenango, San Pedro Jicayán, San Pedro Tapanatepec, San Pedro Comitancillo, Santa María Ozolotepec, Santo Domingo Petapa, Santo Domingo Tehuantepec, Santiago Niltepec y Unión Hidalgo.",12,SSPC/SPPPCCP/CNPC/DGPC/00427/2019 - SSPC/SPPPCCP/CNPC/DGPC/00497/2019,2306,2306,30-oct-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5576993&fecha=30/10/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-082-2019,11-nov-19,20-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5579383&fecha=20/11/2019#gsc.tab=0,89929,2302,0,0,0,0,0,2306,0,2306,0,0,7494.0,0,0,0,73792,576,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$11,663,328.62","$11,663,328.62",
49.0,Oaxaca,2019,BDE-074-2019,25-oct-19,Hidrometeorológico,Lluvia severa e inundación pluvial el 16 de octubre de 2019,CONAGUA,"San Francisco Ixhuatán, Santa María Petapa, Santa María Xadani y Santo Domingo Ingenio",4,SSPC/SPPPCCP/CNPC/DGPC/00460/2019 - SSPC/SPPPCCP/CNPC/DGPC/00504/2019,2400,2400,04-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5577626&fecha=04/11/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-083-2019,14-nov-19,25-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5579704&fecha=25/11/2019#gsc.tab=0,90673,2328,0,0,0,0,0,2400,0,2400,0,0,7800.0,0,0,0,74544,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$8,494,537.47","$8,494,537.47",
50.0,Tamaulipas,2019,BDE-075-2019,25-oct-19,Hidrometeorológico,Lluvia severa e inundación fluvial el 23 de octubre de 2019,CONAGUA,Aldama,1,SSPC/SPPPCCP/CNPC/DGPC/00461/2019 - SSPC/SPPPCCP/CNPC/DGPC/00501/2019,600,600,04-nov-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5577627&fecha=04/11/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-084-2019,14-nov-19,25-nov-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5579705&fecha=25/11/2019#gsc.tab=0,6851,300,0,0,0,0,0,600,0,600,0,0,0.0,0,0,0,4800,150,150,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$11,706,338.97","$11,706,338.97",
51.0,Baja California,2019,BDE-076-2019,26-oct-19,Incendio Forestal,Incendios forestales a partir del 24 de octubre de 2019,CONAFOR,Ensenada y Tecate,2,SSPC/SPPPCCP/CNPC/DGPC/00462/2019,1500,1500,04-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5577625&fecha=04/11/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-078-2019,05-nov-19,13-nov-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5578691&fecha=13/11/2019#gsc.tab=0,15750,375,0,0,0,0,0,1500,0,1500,0,0,0.0,0,0,0,12000,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$465,815.00","$465,815.00",
52.0,Veracruz,2019,BDE-077-2019,29-oct-19,Hidrometeorológico,Lluvia severa e inundación pluvial del 23 al 26 de octubre de 2019,CONAGUA,"Angel R. Cabada, Saltabarranca, Santiago Tuxtla y Zaragoza",4,SSPC/SPPPCCP/CNPC/DGPC/00468/2019,950,950,06-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5577969&fecha=06/11/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-081-2019,08-nov-19,19-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5579127&fecha=19/11/2019#gsc.tab=0,26572,711,0,0,0,0,0,950,0,950,0,0,3087.0,0,0,0,7600,237,237,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,850,072.18","$1,850,072.18",
53.0,Veracruz,2019,BDE-079-2019,05-nov-19,Hidrometeorológico,"Lluvia severa e inundación pluvial los días 31 de octubre, 2 y 3 de noviembre de 2019",CONAGUA,"Hueyapan de Ocampo, San Andrés Tuxtla y Tamiahua",3,SSPC/SPPPCCP/CNPC/DGPC/00519/2019,3300,3300,13-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5578690&fecha=13/11/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-085-2019,15-nov-19,26-nov-19,http://dof.gob.mx/nota_detalle.php?codigo=5579807&fecha=26/11/2019#gsc.tab=0,41402,1650,0,0,0,0,0,3300,0,3300,0,0,2550.0,0,0,0,8552,825,825,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$3,113,738.40","$3,113,738.40",
